id	organization	documents	citations	total link strength
10385	"graduate school of engineering, hokkaido university, sapporo, japan"	6	134	9
10392	"graduate school of engineering, nagasaki university, nagasaki, japan"	6	136	17
10394	"graduate school of engineering, osaka metropolitan university, osaka, japan"	9	136	15
10395	"graduate school of engineering, the university of osaka, suita, japan"	10	245	12
10402	"graduate school of environment and information sciences, yokohama national university, yokohama, japan"	8	74	6
10403	"graduate school of environmental and life science, okayama university, okayama, japan"	26	383	30
10404	"graduate school of environmental and symbiotic sciences, prefectural university of kumamoto, kumamoto, japan"	5	70	8
10406	"graduate school of environmental engineering, the university of kitakyushu, kitakyushu, japan"	11	241	10
10407	"graduate school of environmental science, hokkaido university, sapporo, japan"	14	186	40
10410	"graduate school of environmental studies, nagoya university, nagoya, japan"	16	383	32
10413	"graduate school of fisheries and environmental sciences, nagasaki, japan"	26	343	69
10414	"graduate school of fisheries sciences, hokkaido university, sapporo, japan"	12	2467	27
10417	"graduate school of frontier sciences, the university of tokyo, tokyo, japan"	28	1342	77
10419	"graduate school of global environmental studies, kyoto university, kyoto, japan"	27	465	47
10420	"graduate school of global environmental studies, kyoto, japan"	28	299	56
10429	"graduate school of horticulture, chiba university, chiba, japan"	11	164	19
10430	"graduate school of human and environmental studies, kyoto university, kyoto, japan"	12	830	29
10431	"graduate school of human and environmental studies, kyoto, japan"	15	202	44
10437	"graduate school of humanities and sciences, ochanomizu university, tokyo, japan"	10	158	23
10438	"graduate school of humanities and social sciences, hiroshima university, higashihiroshima, japan"	6	45	7
10440	"graduate school of humanities and sustainable system sciences, osaka metropolitan university, osaka, japan"	10	132	21
10442	"graduate school of informatics and engineering, the university of electro-communications, chofu, japan"	9	99	10
10449	"graduate school of information science, nara institute of science and technology, ikoma, japan"	5	73	7
10450	"graduate school of information science, teikyo heisei university, ichihara, japan"	9	70	27
10461	"graduate school of integrated sciences for global society, kyushu university, fukuoka, japan"	10	271	25
10462	"graduate school of integrated sciences for life, hiroshima university, higashihiroshima, japan"	12	95	26
10464	"graduate school of international cooperation studies, kobe university, kobe, japan"	5	43	4
10469	"graduate school of international social sciences, yokohama, japan"	11	142	7
10478	"graduate school of life and environmental sciences, university of tsukuba, tsukuba, japan"	40	946	110
10483	"graduate school of life sciences, tohoku university, sendai, japan"	10	344	40
10488	"graduate school of materials science, nara institute of science and technology, ikoma, japan"	6	144	15
10489	"graduate school of mathematical sciences, the university of tokyo, tokyo, japan"	10	98	17
10492	"graduate school of medical and dental sciences, tokyo, japan"	8	125	11
10493	"graduate school of medical science, kanazawa university, kanazawa, japan"	20	393	34
10500	"graduate school of medicine and veterinary medicine, miyazaki, japan"	9	78	40
10504	"graduate school of medicine, graduate school of medicine and pharmaceutical sciences, toyama, japan"	6	300	19
10507	"graduate school of medicine, graduate school of medicine, tokyo, japan"	5	222	5
10512	"graduate school of medicine, kyoto, japan"	8	231	32
10517	"graduate school of medicine, sendai, japan"	5	107	23
10524	"graduate school of natural science and technology, kanazawa university, kanazawa, japan"	13	279	14
10531	"graduate school of pharmaceutical sciences, daiichi university of pharmacy, fukuoka, japan"	5	30	7
10535	"graduate school of pharmaceutical sciences, the university of osaka, suita, japan"	10	385	30
10537	"graduate school of public health, international university of health and welfare, otawara, japan"	5	34	23
10539	"graduate school of public health, st. luke’s international university, tokyo, japan"	20	248	60
10540	"graduate school of public health, teikyo university, tokyo, japan"	6	123	17
10545	"graduate school of science and engineering, ehime university, matsuyama, japan"	12	587	27
10550	"graduate school of science and engineering, institute of science tokyo, tokyo, japan"	5	174	12
10555	"graduate school of science and engineering, ritsumeikan university biwako-kusatsu campus, kusatsu, japan"	15	307	39
10558	"graduate school of science and engineering, saitama university, saitama, japan"	20	594	32
10567	"graduate school of science and technology, gunma university, maebashi, japan"	15	69	31
10572	"graduate school of science and technology, kumamoto university, kumamoto, japan"	38	2943	120
10577	"graduate school of science and technology, niigata university, niigata, japan"	8	454	22
10582	"graduate school of science and technology, university of tsukuba, tsukuba, japan"	6	149	26
10583	"graduate school of science and technology, vietnam academy of science and technology, hanoi, viet nam"	7	40	7
10590	"graduate school of science, kyoto university, kyoto, japan"	6	98	19
10593	"graduate school of science, osaka metropolitan university, osaka, japan"	5	50	9
10598	"graduate school of sciences and technology for innovation, yamaguchi university, yamaguchi, japan"	14	74	7
10605	"graduate school of systems and information engineering, university of tsukuba, tsukuba, japan"	7	334	16
10606	"graduate school of systems life sciences, kyushu university, fukuoka, japan"	5	61	13
10610	"graduate school of urban innovation, yokohama national university, yokohama, japan"	7	65	9
10627	"graduate university of science and technology, hanoi, viet nam"	6	48	14
10640	"green processing, ton-duc-thang university, ho chi minh city, viet nam"	5	281	15
10645	"griffith university, brisbane, australia"	5	55	12
10652	"gsi helmholtz centre for heavy ion research gmbh, darmstadt, germany"	17	430	231
10653	"guangdong hust industrial technology research institute, dongguan, china"	5	135	19
10656	"guangdong provincial people’s hospital of southern medical university, guangzhou, china"	5	602	43
10670	"gujarat pollution control board, gandhinagar, india"	5	185	29
10674	"gunma museum of natural history, tomioka, japan"	6	67	12
10675	"gunma university heavy ion medical center, maebashi, japan"	5	116	19
10676	"gunma university, maebashi, japan"	10	35	23
10704	"hai phong medical university, haiphong, viet nam"	8	136	18
10711	"haiphong university, haiphong, viet nam"	7	154	8
10725	"hanoi center for disease control, hanoi, viet nam"	6	62	24
10728	"hanoi college of pharmacy, hanoi, viet nam"	11	187	27
10731	"hanoi department of health, hanoi, viet nam"	15	264	91
10733	"hanoi french hospital, hanoi, viet nam"	8	459	40
10736	"hanoi institute of mathematics, hanoi, viet nam"	53	530	55
10741	"hanoi lung hospital, hanoi, viet nam"	21	414	121
10743	"hanoi medical university, hanoi, viet nam"	71	1015	208
10744	"hanoi metropolitan university, hanoi, viet nam"	15	185	42
10745	"hanoi national pedagogic university, hanoi university of education, hanoi, viet nam"	6	127	6
10751	"hanoi school of public health, hanoi, viet nam"	15	227	51
10752	"hanoi tuberculosis and lung disease hospital, hanoi, viet nam"	6	199	20
10753	"hanoi university of civil engineering, hanoi, viet nam"	35	452	52
10754	"hanoi university of education, hanoi, viet nam"	9	131	9
10755	"hanoi university of industry, hanoi, viet nam"	15	263	51
10756	"hanoi university of mining and geology, hanoi, viet nam"	12	328	29
10757	"hanoi university of natural resources and environment, hanoi, viet nam"	5	67	14
10758	"hanoi university of science and technology, hanoi, viet nam"	138	2242	213
10773	"harvard medical school, boston, united states"	7	281	19
10774	"harvard t.h. chan school of public health, boston, united states"	8	210	26
10783	"hcmc institute of resources geography, vast, ho chi minh city, viet nam"	12	449	26
10792	"health administration center, shiga university of medical science, otsu, japan"	5	101	4
10808	"health innovation and transformation centre, federation university australia, ballarat, australia"	9	120	37
10817	"health service center, hiroshima university, higashihiroshima, japan"	20	215	32
10830	"heavy-ion nuclear physics laboratory, riken nishina center for accelerator-based science, wako, japan"	7	128	9
10867	"high energy accelerator research organization, institute of particle and nuclear physics, tsukuba, japan"	6	47	43
10868	"high energy accelerator research organization, tsukuba, tsukuba, japan"	13	188	41
10887	"hiroshima university graduate school of biomedical and health sciences, hiroshima, japan"	32	486	40
10889	"hiroshima university, higashihiroshima, japan"	51	610	127
10904	"ho chi minh city institute of resources geography, vietnam academy of science and technology, hanoi, viet nam"	5	872	22
10906	"ho chi minh city oncology hospital, ho chi minh city, viet nam"	6	484	36
10910	"ho chi minh city university of industry and trade, ho chi minh city, viet nam"	10	373	6
10911	"ho chi minh city university of natural resources and environment, ho chi minh city, viet nam"	5	10	9
10912	"ho chi minh city university of technology - hcmut, ho chi minh city, viet nam"	35	652	81
10913	"ho chi minh city university of technology - hutech, ho chi minh city, viet nam"	42	1078	150
10920	"hoa binh university, hanoi, viet nam"	7	67	22
10930	"hokkaido university of science, sapporo, japan"	5	50	31
10931	"hokkaido university, sapporo, japan"	23	265	51
10948	"horia hulubei national institute for r&d in physics and nuclear engineering, magurele, romania"	13	257	175
10958	"hospital raja perempuan zainab ii, kota bharu, malaysia"	5	143	100
10960	"hospital sungai buloh, sungai buloh, malaysia"	25	305	492
10973	"house of councilors, tokyo, japan"	5	92	11
10975	"house wellness foods corporation, itami, japan"	5	104	4
10978	"hpc systems inc., tokyo, japan"	5	43	15
10985	"huazhong university of science and technology, wuhan, china"	9	170	35
11004	"hun-ren institute for nuclear research, debrecen, hungary"	16	443	209
11027	"hydraulic construction institute, vietnam academy for water resources, hanoi, viet nam"	10	142	25
11041	"hydromantis environmental software solutions, inc., hamilton, canada"	6	111	14
11054	"i-somet incorporated association, morioka, japan"	9	299	26
11108	"in2p3 - institut national de physique nucléaire et de physique des particules, paris, france"	17	646	219
11155	"infectious disease surveillance center, national institute of infectious diseases, tokyo, japan"	16	179	67
11164	"influenza and prion disease research center, national institute of animal health, naro, tsukuba, japan"	5	65	13
11166	"influenza virus research center, national institute of infectious diseases, tokyo, japan"	7	86	18
11167	"infn - laboratori nazionali del sud, catania, italy"	7	202	63
11179	"information storage materials laboratory, toyota technological institute, nagoya, japan"	6	138	9
11203	"innovative clinical research center, kanazawa university, kanazawa, japan"	17	75	148
11205	"innovative global program, shibaura institute of technology, tokyo, japan"	14	78	16
11211	"inrae, paris, france"	5	393	6
11212	"insect biomedical research center, kyoto institute of technology, kyoto, japan"	5	75	9
11214	"insect ecology department, vietnamese academy of science and technology institute of ecology and biological resources, hanoi, viet nam"	10	132	12
11218	"inst. for clin. res. in trop. med., bach mai hospital, hanoi, viet nam"	7	569	17
11269	"institute for advanced academic research, chiba university, chiba, japan"	6	33	12
11279	"institute for agro-environmental sciences, naro, tsukuba, japan"	16	846	36
11285	"institute for basic science, daejeon, daejeon, south korea"	13	223	110
11288	"institute for biomedical research, national institute of advanced industrial science and technology, tsukuba, japan"	5	47	21
11300	"institute for community health research, university medicine and pharmacy, hue university, hue, viet nam"	9	151	20
11307	"institute for drug delivery systems, tokyo university of science, tokyo, japan"	5	209	15
11309	"institute for east china sea research, nagasaki university, nagasaki, japan"	5	71	18
11315	"institute for environment and resources, viet nam national university ho chi minh city, ho chi minh city, viet nam"	13	247	46
11317	"institute for environmental science and technology, hanoi university of science and technology, hanoi, viet nam"	8	183	9
11324	"institute for global change adaptation science, ibaraki university, mito, japan"	5	116	1
11325	"institute for global environmental strategies, hayama, japan"	35	487	82
11326	"institute for global health innovations, duy tan university, da nang, viet nam"	5	79	27
11331	"institute for health sciences, tokushima bunri university, tokushima, japan"	9	307	15
11340	"institute for integrated cell-material sciences, kyoto, japan"	9	341	26
11350	"institute for materials chemistry and engineering, kyushu university, fukuoka, japan"	6	152	12
11352	"institute for materials research, tohoku university, sendai, japan"	7	74	28
11358	"institute for nanoscience design, the university of osaka, suita, japan"	7	73	15
11361	"institute for nanotechnology, viet nam national university ho chi minh city, ho chi minh city, viet nam"	9	158	25
11365	"institute for nuclear research vietnam, dalat, viet nam"	8	192	17
11367	"institute for nuclear science and technique, vietnam atomic energy institute, hanoi, viet nam"	13	216	12
11372	"institute for preventive medicine and public health, hanoi medical university, hanoi, viet nam"	20	303	71
11373	"institute for process and particle engineering, technische universitat graz, graz, austria"	5	59	20
11388	"institute for space-earth environmental research, nagoya university, nagoya, japan"	10	342	27
11398	"institute for tropical biology and conservation, universiti malaysia sabah, kota kinabalu, malaysia"	8	171	52
11399	"institute for tropical technology, vietnam academy of science and technology, hanoi, viet nam"	13	470	31
11403	"institute for water and environment research, thuyloi university, hanoi, viet nam"	5	219	27
11409	"institute of advanced sciences, yokohama national university, yokohama, japan"	13	201	51
11414	"institute of agricultural genetics, hanoi, viet nam"	11	340	8
11419	"institute of agriculture, tokyo university of agriculture and technology, fuchu, japan"	8	156	15
11421	"institute of agrobiological sciences, naro, tsukuba, japan"	34	723	75
11429	"institute of applied materials science, vietnam academy of science and technology, hanoi, viet nam"	6	34	22
11440	"institute of applied technology, thu dau mot university, thu dau mot, viet nam"	8	98	19
11444	"institute of archaeology, hanoi, viet nam"	13	575	45
11447	"institute of archaeology, vietnam academy of social sciences, hanoi, viet nam"	10	190	39
11453	"institute of astronomy, national tsing hua university, hsinchu, taiwan"	12	299	198
11468	"institute of biological and food technology, hanoi university of science and technology, hanoi, viet nam"	8	444	7
11469	"institute of biological control, kyushu university, fukuoka, japan"	7	54	4
11480	"institute of biomedicine and pharmacy, vietnam military medical university, hanoi, viet nam"	10	60	29
11490	"institute of biotechnology, vietnamese academy of science and technology institute of biotechnology, hanoi, viet nam"	19	776	36
11495	"institute of business research, university of economics ho chi minh city, ho chi minh city, viet nam"	7	234	9
11501	"institute of chemical technology, vietnam academy of science and technology, hanoi, viet nam"	7	390	31
11503	"institute of chemistry, vietnamese academy of science and technology institute of chemistry, hanoi, viet nam"	5	681	7
11504	"institute of chromosome life science, fujimino-shi, japan"	5	17	35
11535	"institute of ecology and biological resources, vietnam academy of science and technology, hanoi, viet nam"	8	99	18
11537	"institute of ecology and evolutionary biology, national taiwan university, taipei, taiwan"	6	41	25
11549	"institute of engineering innovation, the university of tokyo, tokyo, japan"	12	203	41
11550	"institute of engineering physics, hanoi university of science and technology, hanoi, viet nam"	14	449	40
11568	"institute of environmental science and engineering, hanoi university of civil engineering, hanoi, viet nam"	9	288	22
11569	"institute of environmental science and technology, the university of kitakyushu, kitakyushu, japan"	7	99	15
11571	"institute of environmental science for human life, ochanomizu university, tokyo, japan"	5	93	10
11576	"institute of environmental technology, vietnam academy of science and technology, hanoi, viet nam"	28	913	66
11586	"institute of forest and wildlife research and development, forestry administration, phnom penh, cambodia"	6	35	21
11588	"institute of fundamental and applied sciences, duy tan university, da nang, viet nam"	41	539	171
11591	"institute of gastroenterology and hepatology, hanoi, viet nam"	6	13	22
11597	"institute of genome research, vietnam academy of science and technology, hanoi, viet nam"	19	135	51
11604	"institute of geography, vietnam academy of science and technology, hanoi, viet nam"	14	552	25
11610	"institute of geological sciences, vietnam academy of science and technology, hanoi, viet nam"	27	825	81
11616	"institute of geophysics, vietnam academy of science and technology, hanoi, viet nam"	21	548	50
11626	"institute of global innovation research, tokyo university of agriculture and technology, fuchu, japan"	5	118	11
11642	"institute of industrial science, tokyo, japan"	26	2634	39
11644	"institute of infectious diseases, pune, india"	28	368	544
11653	"institute of innovative research, institute of science tokyo, tokyo, japan"	5	39	9
11658	"institute of laser engineering, the university of osaka, suita, japan"	11	143	36
11660	"institute of liberal arts and sciences, tohoku university, sendai, japan"	5	10	10
11666	"institute of livestock and grassland science, naro, tsukuba, japan"	15	165	33
11667	"institute of livestock and grassland science, national agriculture and food research organization, naro, tsukuba, japan"	7	65	20
11668	"institute of low temperature science, hokkaido university, sapporo, japan"	6	222	16
11672	"institute of marine biochemistry, vietnam academy of science and technology, hanoi, viet nam"	6	81	20
11676	"institute of marine environment and resources, da nang, viet nam"	6	684	10
11679	"institute of marine environment and resources, vietnam academy of science and technology, hanoi, viet nam"	20	262	28
11681	"institute of marine geology and geophysics, vietnam academy of science and technology, hanoi, viet nam"	9	225	18
11694	"institute of materials science, vietnam academy of science and technology, hanoi, viet nam"	6	92	11
11695	"institute of materials science, vietnamese academy of science and technology institute of materials science, hanoi, viet nam"	10	378	11
11700	"institute of mathematics, hanoi institute of mathematics, hanoi, viet nam"	23	444	3
11702	"institute of mathematics, tohoku university, sendai, japan"	6	10	7
11706	"institute of mechanics, vietnam academy of science and technology, hanoi, viet nam"	6	210	2
11709	"institute of medical science, the university of tokyo, tokyo, japan"	25	2653	116
11716	"institute of medical, pharmaceutical and health sciences, kanazawa university, kanazawa, japan"	5	120	26
11720	"institute of microbiology and biotechnology, vietnam national university, hanoi, hanoi, viet nam"	12	151	7
11726	"institute of modern physics chinese academy of sciences, lanzhou, china"	18	322	181
11734	"institute of multidisciplinary research for advanced materials, tohoku university, sendai, japan"	29	1525	69
11738	"institute of natural medicine, toyama medical and pharmaceutical university, university of toyama, toyama, japan"	5	311	4
11739	"institute of natural medicine, university of toyama, toyama, japan"	53	1530	91
11743	"institute of nature and environmental technology, kanazawa university, kanazawa, japan"	6	120	15
11750	"institute of nuclear physics, technische universität darmstadt, darmstadt, germany"	5	161	55
11757	"institute of oceanography vietnam, nha trang, viet nam"	7	88	17
11763	"institute of oceanography, vietnam academy of science and technology, hanoi, viet nam"	9	379	14
11773	"institute of pharmaceutical sciences, hiroshima university school of medicine, hiroshima, japan"	9	552	6
11777	"institute of pharmacy, tartu ülikool, tartu, estonia"	7	92	22
11781	"institute of philosophy, vietnam academy of social sciences, hanoi, viet nam"	12	391	33
11792	"institute of physics, uniwersytet śląski w katowicach, katowice, poland"	5	96	15
11794	"institute of physics, vietnamese academy of science and technology institute of physics and electronics, hanoi, viet nam"	23	641	48
11803	"institute of plant science and resources, okayama university, okayama, japan"	17	319	36
11811	"institute of public health in ho chi minh city, ho chi minh city, viet nam"	5	28	25
11812	"institute of public health, ho chi minh city, viet nam"	11	216	37
11823	"institute of regional innovation, hirosaki university, hirosaki, japan"	9	135	36
11825	"institute of research and development, duy tan university, da nang, viet nam"	344	17291	1088
11833	"institute of science and engineering, kanazawa university, kanazawa, japan"	6	160	6
11840	"institute of science tokyo, tokyo, japan"	42	1034	65
11843	"institute of scientific and industrial research, the university of osaka, suita, japan"	6	135	22
11859	"institute of sustainability science, vietnam national university, hanoi, hanoi, viet nam"	6	93	14
11861	"institute of system integration, le quy don technical university, hanoi, viet nam"	6	121	9
11873	"institute of theoretical and applied research, duy tan university, da nang, viet nam"	13	199	45
11880	"institute of transport science and technology, hanoi, viet nam"	10	195	31
11885	"institute of tropical agriculture, kyushu university, fukuoka, japan"	28	291	45
11891	"institute of tropical medicine, nagasaki university, nagasaki, japan"	36	1163	114
11897	"institute of vegetable and floriculture science, naro, tsukuba, japan"	5	55	14
11922	"instituto andaluz interuniversitario en data science and computational intelligence, granada, spain"	23	841	97
11937	"instituto nacional de pesquisas espaciais, sao jose dos campos, brazil"	5	367	15
11955	"intensive care unit, bach mai hospital, hanoi, viet nam"	6	483	10
11964	"interdisciplinary center for river basin environment, university of yamanashi, kofu, japan"	5	34	9
11966	"interdisciplinary centre for river basin environment, university of yamanashi, kofu, japan"	5	84	7
11968	"interdisciplinary graduate school of engineering sciences, kyushu university, fukuoka, japan"	15	352	21
11969	"interdisciplinary graduate school of medicine and engineering, university of yamanashi, kofu, japan"	8	370	8
11974	"interdisciplinary program in microbiology, chulalongkorn university, bangkok, thailand"	5	52	22
11987	"international center for materials nanoarchitectonics (mana), national institute for materials science, tsukuba, japan"	5	135	11
11988	"international center for materials nanoarchitectonics (wpi-mana), national institute for materials science, tsukuba, japan"	6	159	12
12002	"international collaboration unit, hokkaido university, sapporo, japan"	11	49	32
12005	"international consortium on landslides, kyoto, japan"	9	282	26
12007	"international cooperation center for agricultural education, nagoya university, nagoya, japan"	7	187	17
12037	"international livestock research institute nairobi, nairobi, kenya"	5	116	9
12054	"international research center for hydrogen energy, kyushu university, fukuoka, japan"	8	138	15
12064	"international rice research institute, makati, philippines"	10	323	31
12066	"international school, hue university, hue, viet nam"	11	168	30
12068	"international school, vietnam national university, hanoi, hanoi, viet nam"	5	22	8
12073	"international training institute for materials science, hanoi, viet nam"	34	684	67
12074	"international university - vietnam national university hcm city, ho chi minh city, viet nam"	7	46	20
12075	"international university of health and welfare, otawara, japan"	6	48	15
12076	"international university of japan, minamiuonuma, japan"	66	465	136
12078	"international vaccine institute, seoul, seoul, south korea"	9	521	33
12090	"ipb university, bogor, indonesia"	6	87	15
12099	"iriomote station, university of the ryukyus, nishihara, japan"	23	178	90
12113	"istituto di calcolo e reti ad alte prestazioni, rende, rende, italy"	10	382	27
12122	"istituto nazionale di fisica nucleare, sezione di trieste, trieste, italy"	5	225	9
12124	"istituto oncologico veneto iov - irccs, padua, italy"	5	1645	44
12132	"iwate prefectural university, iwate district, japan"	12	724	31
12133	"iwate university, morioka, japan"	15	176	33
12147	"james cook university, townsville, australia"	11	176	47
12151	"japan advanced institute of science and technology, nomi, japan"	87	1562	123
12153	"japan agency for marine-earth science and technology, yokosuka, japan"	6	62	17
12157	"japan atomic energy agency, kashiwa, japan"	17	268	78
12174	"japan international cooperation agency, tokyo, japan"	18	498	42
12175	"japan international research center for agricultural sciences, tsukuba, japan"	37	1928	50
12187	"japan science and technology agency, kawaguchi, japan"	83	4532	265
12188	"japan society for the promotion of science, tokyo, japan"	13	346	28
12189	"japan synchrotron radiation research institute, sayo district, japan"	17	171	75
12217	"jfe steel corporation, tokyo, japan"	6	76	15
12219	"jiangsu province wind power structural engineering research center, nanjing, china"	11	283	38
12228	"jichi medical university, kawachi district, japan"	5	705	18
12234	"jockey club college of veterinary medicine and life sciences, city university of hong kong, hong kong, hong kong"	7	102	37
12238	"john von neumann institute, viet nam national university ho chi minh city, ho chi minh city, viet nam"	6	40	14
12243	"joining and welding research institute, ibaraki, japan"	28	354	59
12247	"joint institute for nuclear research, dubna, dubna, russian federation"	8	416	48
12250	"joint research center for human retrovirus infection, kumamoto university, kumamoto, japan"	6	23	14
12257	"joint russian-vietnamese tropical scientific and technological center, hanoi, viet nam"	7	88	27
12285	"kagoshima university, kagoshima, japan"	60	363	152
12301	"kanagawa prefectural museum of natural history, odawara, japan"	6	7	7
12308	"kanazawa university, kanazawa, japan"	22	274	58
12334	"kathmandu university, dhulikhel, nepal"	5	193	51
12346	"kazusa dna research institute, kisarazu, japan"	9	76	18
12352	"keio university, tokyo, japan"	17	175	32
12367	"key laboratory of advanced waste treatment technology, viet nam national university ho chi minh city, ho chi minh city, viet nam"	10	305	46
12371	"key laboratory of animal cell technology, national institute of animal sciences, hanoi, viet nam"	5	53	10
12385	"key laboratory of enzyme and protein technology, vietnam national university, hanoi, hanoi, viet nam"	6	44	6
12394	"key laboratory of mollisols agroecology, northeast institute of geography and agroecology, changchun, china"	14	435	76
12428	"khanh hoa health service, nha trang, viet nam"	18	372	73
12429	"khanh hoa health service, viet nam"	6	420	17
12448	"kihara institute for biological research, yokohama city university, yokohama, japan"	5	294	20
12488	"kobe steel, ltd., kobe, japan"	7	58	16
12490	"kobe university, kobe, japan"	14	198	25
12492	"kochi university of technology, kami, japan"	5	50	20
12493	"kochi university, kochi, japan"	5	55	9
12502	"komarov botanical institute, russian academy of sciences, saint petersburg, russian federation"	23	353	50
12508	"korea astronomy and space science institute, daejeon, south korea"	14	335	213
12525	"korea research institute of standards and science, yusong, south korea"	6	41	23
12538	"ku leuven, leuven, belgium"	5	157	9
12546	"kumamoto university, kumamoto, japan"	8	229	32
12563	"kyoto institute of technology, kyoto, japan"	12	121	29
12572	"kyoto university, kyoto, japan"	40	1627	103
12577	"kyushu institute of technology, kitakyushu, japan"	7	43	9
12579	"kyushu okinawa agricultural research center naro, koshi, japan"	10	419	28
12580	"kyushu open university, fukuoka, japan"	8	21	29
12585	"kyushu university, fukuoka, japan"	88	1002	148
12618	"laboratori nazionali di legnaro, legnaro, italy"	6	90	72
12660	"laboratory for nanotechnology, viet nam national university ho chi minh city, ho chi minh city, viet nam"	18	641	63
12674	"laboratory of advanced materials, university of science, viet nam national university ho chi minh city, ho chi minh city, viet nam"	14	318	66
12698	"laboratory of arbovirus, pasteur institute in ho chi minh city, ho chi minh city, viet nam"	5	285	23
12753	"laboratory of food chemistry, osaka metropolitan university, osaka, japan"	9	656	16
12778	"laboratory of insect natural enemies, kyushu university, fukuoka, japan"	5	36	5
12815	"laboratory of molecular virology and epidemiology, national institute of infectious diseases, tokyo, japan"	5	164	7
12824	"laboratory of organic geochemistry, tokyo university of agriculture and technology, fuchu, japan"	10	4219	29
12842	"laboratory of postharvest science, kyushu university, fukuoka, japan"	6	83	10
12858	"laboratory of solid structures, university of luxembourg, esch-sur-alzette, luxembourg"	7	294	25
12863	"laboratory of sustainable environmental biology, tohoku university, sendai, japan"	8	147	11
12869	"laboratory of veterinary anatomy, obihiro university of agriculture and veterinary medicine, obihiro, japan"	8	58	42
12876	"laboratory of veterinary parasitic diseases, university of miyazaki, miyazaki, japan"	5	29	7
12877	"laboratory of veterinary parasitology, iwate university, morioka, japan"	5	63	4
12890	"laboratory of wildlife biology, obihiro university of agriculture and veterinary medicine, obihiro, japan"	15	137	64
12891	"laboratory of wildlife ecology, obihiro university of agriculture and veterinary medicine, obihiro, japan"	9	95	43
12892	"laboratory of wood science, kyushu university, fukuoka, japan"	6	77	11
12920	"le quy don technical university, hanoi, viet nam"	40	676	63
12926	"leading program, nagasaki university, nagasaki, japan"	5	105	30
12932	"leibniz institute for astrophysics potsdam, potsdam, germany"	5	209	18
12937	"lembaga ilmu pengetahuan indonesia, central jakarta, indonesia"	15	420	80
12946	"life science research center, gifu university, gifu, japan"	9	174	20
12973	"livestock and environment division, japan international research center for agricultural sciences, tsukuba, japan"	19	222	28
12981	"london school of hygiene & tropical medicine, london, united kingdom"	23	596	109
13015	"ltd., shizuoka, japan"	5	16	12
13018	"ltd., tokyo, japan"	7	87	16
13040	"madras institute of orthopaedics and traumatology hospitals, chennai, india"	5	193	51
13046	"magyar tudomanyos akademia, budapest, hungary"	8	133	32
13050	"mahidol oxford tropical medicine research unit, bangkok, thailand"	5	100	18
13070	"malaysian rubber board, kuala lumpur, malaysia"	7	62	15
13077	"mangrove ecosystem research centre, trường đại học sư phạm hà nội, hanoi, viet nam"	7	199	57
13121	"master's program in environmental engineering, vietnam national university, hanoi, hanoi, viet nam"	11	148	16
13123	"master's program of innovative materials, kyoto institute of technology, kyoto, japan"	5	87	12
13125	"master's school of medical sciences, university of tsukuba, tsukuba, japan"	9	471	31
13131	"material cycles division, national institute for environmental studies of japan, tsukuba, japan"	6	196	22
13162	"max planck institute for radio astronomy, bonn, germany"	5	94	26
13174	"mcmaster university, hamilton, canada"	6	82	35
13212	"medical mycology research center, chiba university, chiba, japan"	8	170	20
13245	"melbourne school of population and global health, melbourne, australia"	8	153	37
13250	"menoufia university faculty of medicine, shibin el kom, egypt"	6	285	40
13304	"mientrung institute for scientific research, vietnam academy of science and technology, hanoi, viet nam"	9	37	13
13331	"ministry of agriculture and rural development, hanoi, viet nam"	5	92	18
13345	"ministry of health vitenam, hanoi, viet nam"	27	344	78
13358	"ministry of natural resources and environment, vietnam, hanoi, viet nam"	7	161	19
13363	"ministry of planning and investment, hanoi, viet nam"	5	67	1
13366	"ministry of science and technology, hanoi, viet nam"	6	122	17
13390	"miyagi university of education, sendai, japan"	5	274	6
13428	"monash university, melbourne, australia"	11	219	31
13494	"nagaoka university of technology, nagaoka, japan"	30	571	51
13499	"nagasaki university, nagasaki, japan"	64	1382	225
13503	"nagoya city university, nagoya, japan"	5	59	10
13504	"nagoya institute of technology, nagoya, japan"	11	188	28
13505	"nagoya university graduate school of medicine, nagoya, japan"	6	161	17
13506	"nagoya university, nagoya, japan"	51	881	115
13524	"nano and energy center, vietnam national university, hanoi, hanoi, viet nam"	5	28	16
13545	"nanotechnology program, vietnam national university, hanoi, hanoi, viet nam"	43	540	86
13551	"nara institute of science and technology, ikoma, japan"	13	74	23
13559	"nasa goddard space flight center, greenbelt, united states"	5	878	17
13572	"national agriculture and food research organization, naro, tsukuba, japan"	7	140	17
13602	"national center for global health and medicine, tokyo, japan"	72	1523	716
13610	"national center for technological progress, hanoi, viet nam"	5	11	5
13626	"national cerebral and cardiovascular center, suita, japan"	6	78	22
13635	"national economics university hanoi, hanoi, viet nam"	28	370	58
13648	"national graduate institute for policy studies, minato, japan"	17	378	12
13654	"national heart centre singapore, singapore city, singapore"	12	153	58
13656	"national hospital for tropical diseases, hanoi, viet nam"	34	357	485
13658	"national hospital of dermatology and venereology, hanoi, viet nam"	7	62	12
13665	"national hospital of tropical diseases, hanoi, viet nam"	20	265	107
13688	"national institute for environmental studies of japan, tsukuba, japan"	19	1065	45
13695	"national institute for materials science, tsukuba, japan"	32	965	79
13700	"national institute of advanced industrial science and technology, tsukuba, japan"	67	2529	142
